dataset,pred_len,n_seeds,timexer336_mse_mean,timexer336_mse_sd,timexer_dhc_mse_mean,timexer_dhc_mse_sd,mse_improvement_pct_mean,mse_improvement_pct_sd,timexer336_mae_mean,timexer336_mae_sd,timexer_dhc_mae_mean,timexer_dhc_mae_sd,mae_improvement_pct_mean,mae_improvement_pct_sd
ETTm1,96,3,0.31027291289333475,0.009546994803203123,0.2980344214990411,0.0019018535845247361,3.878237999842522,3.279355211085543,0.35442774458263754,0.0041717453467626795,0.35048824785169014,0.0011197993728343156,1.1003603992232074,1.433733613144134
ETTm1,720,3,0.4346085128637563,0.006197353850613465,0.4309851757440056,0.002003290428977701,0.8159409186516587,1.8736217105320503,0.4331089006281672,0.002604759471463342,0.42933285599852583,0.0012179921356975925,0.8684214093202863,0.8625097354812167
ETTm2,96,3,0.16912125776452605,0.0008607762761029654,0.1653995679537886,0.002220736316048823,2.2033551454583096,0.8219725380250448,0.25496602073084595,0.0007193683081505758,0.2541372358618869,0.0019606342430553312,0.3257092424710076,0.5636205935349916
ETTm2,720,3,0.3801502620666997,0.010161988849220602,0.3754169619344219,0.002765355727171897,1.1950754559736871,2.8926686961568997,0.3972089510734366,0.008128129144208763,0.3904821833392109,0.00397440856183004,1.6725335194989406,1.7711889025669134
