model,dataset,horizon,seed,seq_len,validation_mse,validation_mae,test_mse,test_mae,duration_seconds
TimeFilter,ETTh1,96,2021,336,0.6794699004157706,0.554342245878272,0.3782188231429147,0.4001837795551408,3104.931
