model,dataset,horizon,n,seeds,mse_mean,mse_std,mae_mean,mae_std
Attraos,ETTm1,96,3,2021;2022;2023,0.310220883105679,0.0034437528500204733,0.35526003614693763,0.0026263151420813126
Attraos,ETTm1,720,3,2021;2022;2023,0.43847034721355393,0.001356191135029413,0.4291799805947078,0.0012337304376935235
Attraos,ETTm2,96,3,2021;2022;2023,0.17261934524354083,0.0005675345480140435,0.2600130737880781,0.0005018997521007515
Attraos,ETTm2,720,3,2021;2022;2023,0.38228459010237253,0.0072512019562525724,0.39363992827004063,0.005452224655936199
DiM,ETTm1,96,3,2021;2022;2023,0.28883722272703793,0.0012119286525223898,0.343183616208101,0.0011399143337422523
DiM,ETTm1,720,3,2021;2022;2023,0.42452243802111805,0.0032364147184471854,0.4258566430500109,0.0035868045059394677
DiM,ETTm2,96,3,2021;2022;2023,0.17087580677236647,0.0018173955387559566,0.25388462535421846,0.001166276707967043
DiM,ETTm2,720,3,2021;2022;2023,0.3776130412453409,0.0038795043689290065,0.3927705280681247,0.00019611618390625638
