dataset,base_mse,corrected_mse,improvement_pct,equivalence_max_abs,calibration_batches,evaluation_batches,test_accessed,mean_seasonal_trend_cosine
ETTm1,0.9613812545765902,0.9480870264990578,1.3828258055007898,0.0,169,169,False,0.0863231126022151
ETTm2,0.29800839559346914,0.2895441166149783,2.840282053676588,0.0,169,169,False,0.0034272508540738127
