dataset,calibration_batches,evaluation_batches,evaluation_base_mse,cross_corrected_mse,cross_improvement_pct,raw_innovation_corrected_mse,raw_innovation_improvement_pct,alpha,raw_alpha
ETTm1,169,169,0.9613812545765902,0.9580429253914525,0.3472430078333405,0.9602154522837981,0.12126326441693545,"[0.18743832204205346, -0.16044065566198207, 0.12658265915345063, 0.08033367875030976, 0.41504708022291864, -1.0387910569805918, 1.0801920405251288]","[0.03484769617272787, -0.013257595593014464, 0.050584804969746745, -0.12123250041604165, 0.16363635110288427, 0.3385281750092716, -0.5965392030417205]"
ETTm2,169,169,0.29800839559346914,0.29387255743063084,1.38782605590758,0.29686656060902644,0.3831553074767554,"[0.16338073476389664, 0.5327521757890493, 0.326069894067341, 0.2908767037095806, -0.33122141347720235, 0.07851678524793237, 0.3006021686300304]","[0.03380039858899756, -0.18175236232739633, -0.3165454886758446, -0.1475818429476003, 0.8019875519124768, -0.1618036244466945, -0.53340060510714]"
