dataset,long_patches,short_patches,calibration_batches,evaluation_batches,evaluation_base_mse,corrected_mse,improvement_pct,alpha,input_boundary_jump,within_long_jump,within_short_jump,joint_boundary_jump,separate_boundary_jump,long_representation_change,short_representation_change,joint_norm,separate_norm
ETTm1,48,96,169,169,0.9613812545765902,0.957589936625698,0.39436154312806154,"[0.353279889318934, -0.1274814092859151, 0.2580447087607224, 0.47822524689744017, 0.4892516551962505, -2.5051382963216, -2.10200972705264]",0.8210972601249177,0.348007585146929,0.2919537668128376,0.1869961178304184,0.24110935775815565,0.04782317994547721,0.01523551839126445,0.6856362606218463,0.6864891121368467
ETTm2,48,96,169,169,0.29800839559346914,0.29477431125164166,1.085232627552979,"[0.6253935272404292, 2.8234524935043366, 1.7853753361354388, 1.4487553428616515, -3.8979930689412052, 0.6953204041214883, 5.741460570041243]",0.826785947566155,0.4266089756837849,0.34583376598220666,0.2771264617519113,0.2984795525280016,0.03462835741734945,0.004772920399419023,0.8950692263007383,0.8950469310559236
