model,variant,variant_label,dataset,horizon,seed,validation_mse,validation_mae,parameter_count,record
GraphMambaCMRHMAGF,full,Adaptive Graph-Mamba Fusion,ETTm1,96,2021,0.3725906458563813,0.40652748910041975,1010478,/home/cwh/Time-Series-Library/logs/cmrhm_adaptive_fusion/records/cmrhm_agf_ettm1_p96_full_s2021.json
GraphMambaCMRHMAGF,full,Adaptive Graph-Mamba Fusion,ETTm1,720,2021,0.9354684284415997,0.6372367588261136,6842382,/home/cwh/Time-Series-Library/logs/cmrhm_adaptive_fusion/records/cmrhm_agf_ettm1_p720_full_s2021.json
GraphMambaCMRHMAGF,full,Adaptive Graph-Mamba Fusion,ETTm2,96,2021,0.12199672664442794,0.2404888009562944,1010478,/home/cwh/Time-Series-Library/logs/cmrhm_adaptive_fusion/records/cmrhm_agf_ettm2_p96_full_s2021.json
GraphMambaCMRHMAGF,full,Adaptive Graph-Mamba Fusion,ETTm2,720,2021,0.27467776733308563,0.359749522754291,6842382,/home/cwh/Time-Series-Library/logs/cmrhm_adaptive_fusion/records/cmrhm_agf_ettm2_p720_full_s2021.json
