dataset,horizon,variant,variant_label,seed,validation_best_mse,validation_best_mae,test_mse,test_mae,result_source,test_access
Weather,192,no_graph,w/o Graph,2022,0.45184558947127756,0.3145832600668063,0.18808599157086034,0.23781789879523843,,one_shot_after_validation_selection
Weather,192,no_graph,w/o Graph,2023,0.4496096410847224,0.3145488597060968,0.18909825677216519,0.2377298540019896,,one_shot_after_validation_selection
Weather,336,full,TimeRole (Full),2021,0.5303996194792506,0.36951107262853533,0.24200038611888885,0.278119295835495,protocol_matched_frozen_record,reused_frozen_test_record
Weather,336,full,TimeRole (Full),2022,0.5295542388080908,0.3680554660922384,0.24132373929023743,0.2772045433521271,protocol_matched_frozen_record,reused_frozen_test_record
Weather,336,full,TimeRole (Full),2023,0.5304796906064805,0.3683636991351178,0.2413971871137619,0.2775312066078186,protocol_matched_frozen_record,reused_frozen_test_record
Weather,336,no_dhc,w/o DHC,2021,0.5469340701884382,0.3757346375925043,0.26488846014500755,0.2925675162942536,,one_shot_after_validation_selection
Weather,336,no_dhc,w/o DHC,2022,0.5457357770074083,0.37373762298283836,0.263938583188353,0.29102294897894776,,one_shot_after_validation_selection
Weather,336,no_dhc,w/o DHC,2023,0.5450758362226563,0.37418497630769054,0.2642633240132761,0.29300018870094535,,one_shot_after_validation_selection
Weather,336,no_decomp,w/o Decomposition,2021,0.5220608401295839,0.3634766753527863,0.23998818710384753,0.2776167701691874,,one_shot_after_validation_selection
Weather,336,no_decomp,w/o Decomposition,2022,0.5245702921786459,0.3665956748602007,0.24098629247367312,0.2803673933297716,,one_shot_after_validation_selection
Weather,336,no_decomp,w/o Decomposition,2023,0.5233117690673106,0.3653877612876299,0.24000963268285574,0.27923522034552145,,one_shot_after_validation_selection
Weather,336,no_patch,w/o Patch,2021,0.5272646067672256,0.36456481277202235,0.24101330484254985,0.27761278597932776,,one_shot_after_validation_selection
Weather,336,no_patch,w/o Patch,2022,0.5252920098939451,0.3637278927224913,0.23991774927092213,0.2768492893928394,,one_shot_after_validation_selection
Weather,336,no_patch,w/o Patch,2023,0.52437242350975,0.3626149475741147,0.2393862318894428,0.2764261122335506,,one_shot_after_validation_selection
Weather,336,no_mamba,w/o Mamba,2021,0.5448774961886496,0.37694854290764346,0.25330876540241487,0.2850526636678371,,one_shot_after_validation_selection
Weather,336,no_mamba,w/o Mamba,2022,0.5449864147344654,0.37813110571715175,0.25387164036168625,0.28581484459709877,,one_shot_after_validation_selection
Weather,336,no_mamba,w/o Mamba,2023,0.5413958903021154,0.3752198651044395,0.2530250677253899,0.2847721408073348,,one_shot_after_validation_selection
Weather,336,no_graph,w/o Graph,2021,0.5279740089454522,0.3688089559334055,0.24210182235331582,0.2786956578421725,,one_shot_after_validation_selection
Weather,336,no_graph,w/o Graph,2022,0.5304335058981443,0.36987904854547254,0.24206937058274244,0.27886169207517725,,one_shot_after_validation_selection
Weather,336,no_graph,w/o Graph,2023,0.528187786786302,0.3684876174961288,0.24144710984022508,0.27820029721696105,,one_shot_after_validation_selection
Weather,720,full,TimeRole (Full),2021,0.6444935399453787,0.4406900181635795,0.31817513704299927,0.33138200640678406,protocol_matched_frozen_record,reused_frozen_test_record
Weather,720,full,TimeRole (Full),2022,0.6443018633607112,0.4404330289044307,0.3172840178012848,0.33122390508651733,protocol_matched_frozen_record,reused_frozen_test_record
Weather,720,full,TimeRole (Full),2023,0.6446775655478177,0.44132212348318484,0.3176456391811371,0.33174440264701843,protocol_matched_frozen_record,reused_frozen_test_record
Weather,720,no_dhc,w/o DHC,2021,0.6819958165010248,0.458490325014874,0.3456372607532897,0.34378906081625343,,one_shot_after_validation_selection
Weather,720,no_dhc,w/o DHC,2022,0.6809589572650103,0.460205055474682,0.3456255360891298,0.34469849470739516,,one_shot_after_validation_selection
Weather,720,no_dhc,w/o DHC,2023,0.6792830107346749,0.45835008792683146,0.34412209994644,0.3440194742236076,,one_shot_after_validation_selection
Weather,720,no_decomp,w/o Decomposition,2021,0.6394525388165823,0.4395912618529171,0.3166862651086791,0.33208943449434397,,one_shot_after_validation_selection
Weather,720,no_decomp,w/o Decomposition,2022,0.6384872168916884,0.4406624051552278,0.3166438996240362,0.3331073603340621,,one_shot_after_validation_selection
Weather,720,no_decomp,w/o Decomposition,2023,0.6363527818296302,0.43761342172284434,0.3161570249864627,0.3318673389003889,,one_shot_after_validation_selection
Weather,720,no_patch,w/o Patch,2021,0.6385496105135333,0.4361864608851556,0.31641618781439756,0.32972030175138267,,one_shot_after_validation_selection
Weather,720,no_patch,w/o Patch,2022,0.6371324467615118,0.43622421260727917,0.31463019873597775,0.32899636932670007,,one_shot_after_validation_selection
Weather,720,no_patch,w/o Patch,2023,0.640341820047581,0.437203215437781,0.3166829476017219,0.32997877600588704,,one_shot_after_validation_selection
Weather,720,no_mamba,w/o Mamba,2021,0.6522792713000094,0.4451421174958713,0.32242106851169094,0.3343359352374655,,one_shot_after_validation_selection
Weather,720,no_mamba,w/o Mamba,2022,0.6523085895537306,0.4452432744405083,0.32285441566121736,0.3342529341599519,,one_shot_after_validation_selection
Weather,720,no_mamba,w/o Mamba,2023,0.6535374586576632,0.44595375911353424,0.32267707189437994,0.3346665400383995,,one_shot_after_validation_selection
Weather,720,no_graph,w/o Graph,2021,0.6480049840599892,0.4441481776037797,0.3191129753027208,0.33250415511826975,,one_shot_after_validation_selection
Weather,720,no_graph,w/o Graph,2022,0.6424965114195932,0.4407488985451225,0.31653141885347463,0.3302974582498195,,one_shot_after_validation_selection
Weather,720,no_graph,w/o Graph,2023,0.643750391016016,0.44105726752449315,0.3174857792867515,0.33160866096516395,,one_shot_after_validation_selection
