model,variant,variant_label,dataset,horizon,seed,validation_mse,validation_mae,parameter_count,record
GraphMambaCMRHM,no_mamba,CMRHM + w/o Mamba,ETTh1,96,2021,0.6809610590869936,0.5510093416649531,909997,/home/cwh/Time-Series-Library/logs/cmrhm_no_mamba_cross_domain/records/crossdomain_no_mamba_etth1_p96_s2021.json
GraphMambaCMRHM,no_mamba,CMRHM + w/o Mamba,ETTh1,720,2021,1.5313652173461452,0.8500511453834387,6741901,/home/cwh/Time-Series-Library/logs/cmrhm_no_mamba_cross_domain/records/crossdomain_no_mamba_etth1_p720_s2021.json
GraphMambaCMRHM,no_mamba,CMRHM + w/o Mamba,ETTh2,96,2021,0.22406871610903847,0.32869851708442743,909997,/home/cwh/Time-Series-Library/logs/cmrhm_no_mamba_cross_domain/records/crossdomain_no_mamba_etth2_p96_s2021.json
GraphMambaCMRHM,no_mamba,CMRHM + w/o Mamba,ETTh2,720,2021,0.6350189460714102,0.5620642757925031,6741901,/home/cwh/Time-Series-Library/logs/cmrhm_no_mamba_cross_domain/records/crossdomain_no_mamba_etth2_p720_s2021.json
GraphMambaCMRHM,no_mamba,CMRHM + w/o Mamba,Weather,96,2021,0.39108201932471987,0.2754132449349947,911047,/home/cwh/Time-Series-Library/logs/cmrhm_no_mamba_cross_domain/records/crossdomain_no_mamba_weather_p96_s2021.json
GraphMambaCMRHM,no_mamba,CMRHM + w/o Mamba,Weather,720,2021,0.6517080974929996,0.4442135039592801,6742951,/home/cwh/Time-Series-Library/logs/cmrhm_no_mamba_cross_domain/records/crossdomain_no_mamba_weather_p720_s2021.json
