candidate,stage,role,dataset,horizon,seed,variant,status,mse,mae,best_epoch,parameter_count,train_duration_seconds,milliseconds_per_batch,train_peak_cuda_memory_bytes,peak_cuda_memory_bytes,memory_correction_mae,memory_correction_rms,test_accessed,source_dirty,record_path
trps_smoke_timerole_ettm1_p96_s2021_r0,smoke,timerole,ETTm1,96,2021,R0,completed,0.36415055976033744,0.39859686857563165,6,1004013,170.02466277219355,4.943798177787129,546202624,151774720,0.2143516920486614,0.3346869647499569,False,False,/home/cwh/Time-Series-Library/logs/timerole_recent_simplification/records/smoke/trps_smoke_timerole_ettm1_p96_s2021_r0.json
trps_smoke_timerole_ettm1_p96_s2021_r1,smoke,timerole,ETTm1,96,2021,R1,completed,0.3641562752476754,0.4008839258243855,6,699533,108.99235100392252,3.2021233658488404,356508160,133745152,0.19590684044394652,0.302319985755736,False,False,/home/cwh/Time-Series-Library/logs/timerole_recent_simplification/records/smoke/trps_smoke_timerole_ettm1_p96_s2021_r1.json
trps_smoke_timerole_ettm1_p96_s2021_r2,smoke,timerole,ETTm1,96,2021,R2,completed,0.3695948234692059,0.4031788792261869,6,404749,106.96201857877895,3.071825485676527,195919872,80711168,0.19957884965594316,0.3090297448837835,False,False,/home/cwh/Time-Series-Library/logs/timerole_recent_simplification/records/smoke/trps_smoke_timerole_ettm1_p96_s2021_r2.json
trps_smoke_timerole_ettm1_p96_s2021_r3,smoke,timerole,ETTm1,96,2021,R3,completed,0.36652315090680676,0.4030144346208762,9,661005,113.88897203002125,2.7256534778247667,242570240,122426880,0.20762084521911436,0.31672253061163397,False,False,/home/cwh/Time-Series-Library/logs/timerole_recent_simplification/records/smoke/trps_smoke_timerole_ettm1_p96_s2021_r3.json
trps_smoke_timerole_ettm1_p96_s2021_r4,smoke,timerole,ETTm1,96,2021,R4,completed,0.3621372613174488,0.39934602257856866,9,691143,125.24828433291987,3.1235522457903158,330979840,134536192,0.2028940220362099,0.31218890742084626,False,False,/home/cwh/Time-Series-Library/logs/timerole_recent_simplification/records/smoke/trps_smoke_timerole_ettm1_p96_s2021_r4.json
trps_smoke_timerole_ettm1_p96_s2021_r5,smoke,timerole,ETTm1,96,2021,R5,completed,0.3734787196870569,0.40279386476463264,9,605517,79.50579413212836,2.177186569136531,82060800,52121088,0.2221907152746498,0.33915414989701503,False,False,/home/cwh/Time-Series-Library/logs/timerole_recent_simplification/records/smoke/trps_smoke_timerole_ettm1_p96_s2021_r5.json
