variant,macro_mse,macro_mse_delta_pct,macro_mae,macro_mae_delta_pct,mse_nonlosses,history_gain_pct,history_wins,parameter_reduction_pct,latency_reduction_pct,train_peak_memory_reduction_pct,inference_peak_memory_reduction_pct,phase_c_pass
R0,0.5313995352477833,0.0,0.43910470884317393,0.0,18,2.3643797757238216,12,0.0,0.0,0.0,0.0,False
R2,0.5256396913722776,-1.0839008116218851,0.43722037346431536,-0.4291312165207395,14,2.387904064644083,12,64.95539261513424,40.038593845982994,64.84850289252981,49.9213875456996,True
R4,0.5271951980214331,-0.7911819539679787,0.4379154046145709,-0.27084752330173156,14,2.3006802584983204,12,33.202553026138624,36.45990260240518,39.396036111963575,13.781709197852866,True
