variant,macro_mse_rank,macro_mse,macro_mse_delta_pct,macro_mae,macro_mae_delta_pct,mse_nonlosses,worst_cell_mse_delta_pct,parameter_reduction_pct,latency_reduction_pct,train_peak_memory_reduction_pct,inference_peak_memory_reduction_pct,correction_rms_min,phase_b_pass
R1,1,0.525740679540107,-0.9173281766993613,0.43720746668254384,-0.2562378587005365,5,0.0015703479247397567,32.987349230865384,32.714288577815886,34.957599131554,13.890005192988674,0.10189227974623255,True
R4,2,0.5265696637508916,-0.7610953157084044,0.43806426323630626,-0.060769761345247364,5,0.2113356531323829,33.202553026138624,36.14103195202127,39.396036111963575,13.781709197852866,0.12877495767136682,True
R2,3,0.5271996413931177,-0.6423678319700366,0.43780582754544894,-0.11972883693763814,5,1.4950598816763527,64.95539261513424,40.366863042242926,64.84850289252981,49.9213875456996,0.12913282158857284,True
R3,4,0.5295697698984181,-0.19568627581737497,0.43921057260524093,0.2007472934821397,3,1.1698276730576884,33.97012740047675,45.922882566483246,55.37792516523834,21.046543792029937,0.10184382526669707,False
R0,5,0.5306080971228633,0.0,0.4383306357175349,0.0,6,0.0,0.0,0.0,0.0,0.0,0.14173760614926548,False
R5,6,0.5309220320597602,0.05916512367587501,0.4383044392354613,-0.0059764205234458245,2,2.5616220638637666,35.38552386734229,60.10791598007806,84.45684107346521,65.4957868943579,0.1347531370176351,False
