dataset,variant,base_mse,direct_mse,direct_improvement_pct,corrected_mse,corrected_improvement_pct,coefficient,mean_row_entropy,adjacency_element_variance
ETTm1,current,0.9613812545765902,0.9613812545765902,0.0,0.9613812545765902,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,
ETTm1,sample,0.9613812545765902,0.9596890455747311,0.1760185143826575,0.9592544502614835,0.22122381781236042,"[0.8978602700565489, 0.34886250823931875, 1.3491449692773057, 0.47469695642936466, 0.9260657986056319, 1.8347907461709685, 0.978635360044096]",1.7917041109288339,1.3908583343097594e-08
ETTm1,sample_patch,0.9613812545765902,0.959709163921916,0.17392586413707825,0.958905493250876,0.25752128137806407,"[1.007093820629685, -0.030538559300477042, 1.7027768464107416, 0.01807939660730798, 1.0161302788265467, 1.952508391145452, 1.029428435009133]",1.787020210390354,0.00019289288851270182
ETTm2,current,0.29800839559346914,0.29800839559346914,0.0,0.29800839559346914,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,
ETTm2,sample,0.29800839559346914,0.2979153004214166,0.031239110518055002,0.2959698840002652,0.6840450213304745,"[1.7835560513836957, 1.8979921635835821, 1.5890016442675399, 0.027241463514863788, 1.4976961636820052, -0.26478949766495, -1.1680936421625119]",1.7917575011506321,8.913197880494127e-10
ETTm2,sample_patch,0.29800839559346914,0.2978686420583968,0.04689583821758702,0.2958616004791504,0.7203807496911349,"[2.0161468905507625, 2.0128036859269103, 1.671208360995025, 0.023052652504359526, 1.5124653661585394, -0.2729174479531429, -1.1696311748718589]",1.7895852139462396,8.30971528114963e-05
