model,dataset,horizon,seed,mse,mae,record
TimeRole,electricity,96,2021,0.13012455289878305,0.22677229281527123,/home/cwh/Time-Series-Library/logs/timerole_p0/ecl_solar/pilot/records/p0_timerole_electricity_l336_h96_s2021.json
Recent96,electricity,96,2021,0.15474432926753204,0.2462042874724625,/home/cwh/Time-Series-Library/logs/timerole_p0/ecl_solar/pilot/records/p0_graphmambarecent_electricity_l336_h96_s2021.json
DLinear,electricity,96,2021,0.12203813608752113,0.22154096282185318,/home/cwh/Time-Series-Library/logs/timerole_p0/ecl_solar/pilot/records/p0_dlinear_electricity_l336_h96_s2021.json
PatchTST,electricity,96,2021,0.1334543143853497,0.23996930376159092,/home/cwh/Time-Series-Library/logs/timerole_p0/ecl_solar/pilot/records/p0_patchtst_electricity_l336_h96_s2021.json
iTransformer,electricity,96,2021,0.11984345228232492,0.21744492937706011,/home/cwh/Time-Series-Library/logs/timerole_p0/ecl_solar/pilot/records/p0_itransformer_electricity_l336_h96_s2021.json
TimeMixer,electricity,96,2021,0.13492819110394036,0.23725998647937574,/home/cwh/Time-Series-Library/logs/timerole_p0/ecl_solar/pilot/records/p0_timemixer_electricity_l336_h96_s2021.json
SMamba,electricity,96,2021,0.11855549876687435,0.2165034161162587,/home/cwh/Time-Series-Library/logs/timerole_p0/ecl_solar/pilot/records/p0_smamba_electricity_l336_h96_s2021.json
TimeFilter,electricity,96,2021,0.5579629043219737,0.553311578580144,/home/cwh/Time-Series-Library/logs/timerole_p0/ecl_solar/pilot/records/p0_timefilter_electricity_l336_h96_s2021.json
